,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED
406564,40.74238,-74.00882,0.0
686512,40.830223,-73.908966,1.0
145820,40.73817,-73.97761,0.0
644994,40.737694,-73.85413,0.0
690779,40.82113,-73.92565,0.0
15826,40.763733,-73.962074,0.0
817763,,,0.0
609847,40.71705,-73.82324,0.0
400256,40.742805,-73.9407,0.0
440961,,,0.0
29571,40.79976,-73.96622,0.0
260254,40.68461,-73.79987,0.0
641072,40.713764,-74.011925,0.0
302421,40.75898,-73.99595,0.0
173451,40.73722,-73.9814,0.0
496330,40.76154,-73.9556,0.0
128427,40.850098,-73.84498,1.0
702168,40.766357,-73.7811,1.0
245354,40.64513,-73.948975,0.0
626577,40.74648,-73.91993,0.0
261402,40.73043,-74.00013,0.0
642837,40.68846,-73.95714,1.0
361073,40.843113,-73.9447,1.0
224768,40.712467,-73.95993,0.0
115482,40.64844,-73.88242,1.0
225791,40.764614,-73.937805,0.0
788783,40.67086,-73.99153,0.0
38912,40.58754,-73.81139,0.0
152153,40.72293,-73.98865,5.0
683342,40.635967,-74.11046,0.0
668090,40.72304,-74.00323,0.0
824893,40.78028,-73.957146,0.0
576214,40.84871,-73.84677,0.0
232190,40.564384,-74.13186,1.0
771092,40.62783,-74.02928,2.0
111143,40.591393,-73.907875,0.0
483136,40.66893,-73.8665,0.0
592254,40.65431,-74.004425,0.0
581205,40.651672,-73.9092,0.0
782314,40.615383,-74.01613,0.0
93452,40.70238,-73.7823,0.0
71248,40.71935,-73.91233,0.0
181113,40.765167,-73.88428,0.0
723151,40.861,-73.921455,0.0
699413,,,0.0
312950,40.759624,-73.99548,0.0
758428,40.705173,-73.8117,7.0
440271,40.685368,-73.9109,0.0
111368,40.722576,-73.94049,0.0
821135,,,0.0
474380,40.78672,-73.80818,0.0
618167,40.7603,-73.99499,1.0
295041,,,0.0
474026,40.645473,-74.09287,0.0
629079,40.699505,-73.90515,0.0
744124,40.79172,-73.95299,0.0
693739,40.682964,-73.78224,0.0
401560,40.842503,-73.92797,0.0
752511,,,0.0
565546,40.6556338,-73.9598617,1.0
193247,40.76882,-73.796234,0.0
679675,40.77719,-73.95225,0.0
543897,40.744644,-73.77041,0.0
650386,40.7232316,-73.7993426,0.0
452431,40.64944,-73.96308,1.0
320409,40.647346,-74.007996,1.0
275892,40.687008,-73.82219,0.0
507155,40.63872,-74.02577,0.0
722681,,,3.0
585535,40.711857,-73.99883,0.0
618449,40.877636,-73.867424,0.0
609835,40.835117,-73.87391,0.0
76349,40.749283,-73.756645,0.0
796135,40.637043,-73.93078,0.0
414323,40.80545,-73.965775,0.0
230957,40.520916,-74.235115,0.0
39945,40.658264,-73.89133,0.0
525155,,,1.0
267884,,,0.0
132951,40.666286,-73.785934,0.0
793453,40.72135,-74.00465,0.0
662467,40.67596,-73.90224,0.0
239916,40.527668,-74.230225,0.0
286705,40.677483,-73.93033,0.0
727962,40.590282,-73.939926,0.0
838863,40.7140523,-73.7780011,0.0
181152,,,1.0
384946,40.69397,-73.7636,0.0
598575,40.786118,-73.94262,0.0
55916,40.878643,-73.871605,0.0
433321,40.76501,-73.8871,0.0
554221,40.7032389,-73.9261399,0.0
510423,40.71024,-74.00418,0.0
258428,40.760254,-73.76935,0.0
571285,40.6984101,-73.9133102,0.0
115901,40.615128,-73.99423,0.0
207836,40.711002,-73.90406,0.0
308384,40.664494,-73.93431,0.0
83150,40.665916,-73.82132,0.0
406326,40.671448,-73.78943,0.0
169117,,,1.0
268853,40.68877,-73.83017,0.0
59463,40.723423,-73.99962,0.0
51831,40.58675,-73.95252,0.0
552069,40.73409,-73.7976,0.0
252797,40.764053,-73.978645,0.0
485899,40.771286,-73.9467,0.0
808839,40.67074,-73.79604,0.0
606805,40.581917,-73.82978,0.0
317191,40.667465,-73.77176,1.0
469267,,,0.0
750762,40.66475,-73.89405,0.0
422758,40.837414,-73.9104,0.0
80795,40.789684,-73.94815,0.0
15404,40.72575,-73.83126,0.0
597994,40.8305,-73.94375,0.0
31838,40.765354,-73.81733,0.0
232217,40.700726,-73.94194,0.0
617176,,,0.0
81539,,,0.0
692709,40.715034,-73.99681,0.0
210708,40.75898,-73.99595,0.0
744362,40.63642,-73.8988,0.0
442572,40.719025,-73.98978,0.0
775667,40.84833,-73.93445,0.0
433405,40.687634,-73.97833,0.0
665404,40.64333,-73.95973,1.0
612899,40.79676,-73.9451,0.0
470911,40.634357,-74.01075,0.0
265716,40.76155,-73.96659,0.0
766541,40.68195,-73.89652,0.0
491134,40.751656,-73.99014,0.0
664361,40.704426,-73.89378,0.0
173639,40.71143,-73.72845,2.0
166134,40.666306,-73.79171,1.0
727184,,,0.0
236165,40.712116,-73.73118,0.0
116062,40.704403,-73.814445,0.0
337319,40.621777,-73.996216,0.0
412009,40.741135,-73.93524,0.0
521541,40.66696,-73.77078,0.0
687836,40.835026,-73.858086,0.0
385289,40.7699,-73.96891,0.0
720755,40.8809,-73.90854,1.0
736085,40.68163,-73.76557,0.0
130911,40.632717,-73.89138,0.0
728742,40.723335,-73.93888,0.0
714308,40.844997,-73.92728,0.0
741659,40.677673,-73.76277,0.0
133335,40.751442,-73.97606,0.0
388041,,,0.0
146593,40.66327,-73.9951,1.0
744752,40.84543,-73.91399,2.0
717503,,,0.0
792653,40.686806,-73.76681,0.0
721777,40.753117,-73.98981,0.0
16072,40.66345,-73.88349,0.0
324799,40.726376,-73.76624,0.0
43102,40.681343,-73.95663,0.0
123861,40.84652,-73.94007,0.0
662437,40.717926,-73.98568,0.0
254347,40.75427,-73.99197,0.0
836280,40.6732579,-73.9306974,0.0
48613,40.679317,-73.94963,0.0
388070,40.632633,-74.01254,0.0
147599,40.844685,-73.86832,0.0
116070,40.803425,-73.93309,0.0
755194,40.740944,-74.00537,0.0
751151,,,2.0
7683,40.749825,-73.972206,0.0
260508,40.60648,-73.9277,0.0
783096,40.581745,-73.95384,0.0
26734,40.735634,-73.87602,0.0
34454,40.74327,-73.961464,0.0
701987,40.76509,-73.82907,1.0
156886,40.758274,-73.87061,0.0
447253,,,0.0
261744,40.80639,-73.92241,0.0
95220,40.809345,-73.91352,0.0
184532,40.666878,-73.94522,0.0
32518,40.68302,-73.81248,0.0
434848,40.750813,-73.85132,1.0
79045,40.651863,-73.86536,0.0
351979,40.760456,-73.98374,0.0
270294,40.83419,-73.90019,1.0
526770,40.74024,-73.94508,0.0
408036,40.59634,-73.93335,0.0
96100,40.635895,-74.01631,0.0
831378,40.7207283,-73.9433481,0.0
486353,40.750175,-73.76653,0.0
218578,40.599792,-73.95467,0.0
187988,40.693592,-73.75122,0.0
547988,40.702312,-73.94766,0.0
450877,40.861862,-73.91282,0.0
351670,40.65245,-74.013435,0.0
213332,40.79856,-73.96337,0.0
240957,40.735764,-73.715645,0.0
522873,40.789238,-73.97073,0.0
550313,40.601395,-73.94789,0.0
201009,40.617725,-73.99399,0.0
309311,40.662132,-73.911736,1.0
101656,40.84249,-73.868004,0.0
56581,40.707493,-73.830574,0.0
110904,40.826275,-73.85971,0.0
516143,40.665504,-73.75694,4.0
420025,40.835426,-73.89515,0.0
43929,40.741447,-73.93788,0.0
785668,40.632298,-73.97852,1.0
244956,40.71271,-73.96056,0.0
133406,40.609333,-73.948425,0.0
516784,40.803745,-73.955864,1.0
727344,40.74209,-73.984985,0.0
713107,40.616905,-73.95595,0.0
675365,40.818047,-73.92246,0.0
780618,40.66283,-73.92615,0.0
535239,40.72803,-74.00216,1.0
715114,40.665474,-73.86752,0.0
840383,40.692516,-73.855515,1.0
487003,40.680325,-73.82898,1.0
231833,40.620544,-73.910355,1.0
720088,40.684418,-73.90923,0.0
73723,40.887085,-73.8348,0.0
206457,40.77882,-73.953995,0.0
288723,40.68525,-73.77383,2.0
583987,40.71702,-73.830505,0.0
376373,40.69819,-73.924225,1.0
467311,,,0.0
583105,40.84107,-73.93605,0.0
257119,40.76974,-73.982124,0.0
186575,40.699707,-73.95718,0.0
10423,40.738415,-73.84899,0.0
397554,40.828125,-73.84105,0.0
457033,40.683094,-73.80576,0.0
569023,40.6905431,-73.8239146,1.0
602675,40.73114,-73.789085,0.0
112566,40.720406,-73.83762,0.0
687275,40.752117,-73.97556,0.0
9238,40.683125,-73.98744,1.0
845730,40.732136,-73.92556,0.0
308417,40.57815,-73.95891,0.0
159796,40.847248,-73.93687,0.0
459285,40.832623,-73.92537,0.0
663320,40.691303,-73.98743,0.0
767976,40.690563,-73.94536,2.0
16305,40.647427,-73.87269,1.0
589968,40.81881,-73.92828,0.0
126969,40.754875,-73.96853,0.0
33536,40.850414,-73.93653,2.0
824704,,,0.0
36710,40.630592,-73.97551,1.0
2218,40.724262,-73.93766,0.0
500249,40.66563,-73.73921,0.0
190707,40.579304,-73.95706,0.0
474050,40.82245,-73.88668,0.0
482676,,,0.0
742611,40.706406,-73.89691,0.0
125693,40.748924,-73.937386,0.0
4159,40.828125,-73.84105,1.0
538929,40.66893,-73.87652,1.0
313620,,,1.0
616219,40.844704,-73.89399,0.0
98207,40.611095,-74.11467,0.0
97995,40.859303,-73.89884,1.0
76400,40.716957,-73.82655,0.0
74856,40.790295,-73.9694,0.0
5610,40.59976,-73.903336,0.0
564630,,,2.0
308270,40.82403,-73.94476,0.0
97127,40.618816,-74.03297,0.0
735262,40.755264,-73.88817,0.0
564067,40.7435045,-73.8356632,1.0
24177,40.572872,-74.1466,0.0
112227,40.74751,-73.87679,0.0
234037,40.75502,-73.97558,0.0
19235,40.523884,-74.239204,4.0
99409,40.69471,-73.751305,0.0
723434,40.717033,-73.8221,3.0
318996,40.84771,-73.93798,1.0
706650,40.703724,-73.95979,0.0
313390,40.604618,-74.02771,0.0
193674,40.738495,-73.98631,0.0
658223,40.88419,-73.91147,0.0
241624,40.735657,-73.85996,0.0
444862,40.611233,-73.987785,0.0
759283,40.668896,-73.99315,0.0
43426,40.80713,-73.94967,0.0
458075,,,1.0
785170,40.68608,-73.99091,0.0
689414,,,0.0
675493,40.7785,-73.77644,0.0
370422,40.839985,-73.877426,0.0
707267,,,0.0
747288,40.589935,-74.145676,0.0
142430,40.63396,-74.01476,0.0
770447,,,0.0
104460,40.764915,-73.95517,1.0
471061,40.601643,-73.76009,0.0
479978,40.667976,-73.79814,0.0
527734,40.708378,-73.79169,0.0
520696,40.72225,-74.00592,0.0
118783,40.832764,-73.94583,0.0
636934,40.70476,-74.00678,0.0
264159,40.877476,-73.83661,0.0
84893,,,2.0
185049,40.758057,-73.95914,4.0
336682,40.763695,-73.81911,0.0
30567,40.757137,-73.870285,0.0
53655,,,0.0
362699,40.715473,-73.95185,0.0
715019,40.69783,-73.93677,3.0
3853,40.83761,-73.88106,0.0
741919,40.78177,-73.82646,0.0
380486,40.68651,-73.954544,1.0
255472,40.646328,-73.91276,0.0
282020,40.67447,-73.90583,0.0
460273,40.64043,-73.96618,1.0
218053,40.576267,-73.98812,0.0
744058,40.696484,-73.81275,0.0
252933,40.639446,-74.02696,0.0
190223,40.56534,-74.11494,1.0
669826,40.683907,-73.757095,1.0
218319,40.790546,-73.84367,0.0
463724,40.742023,-73.98292,1.0
333480,40.716652,-73.8259,0.0
183341,40.680016,-73.87743,0.0
272655,40.725582,-73.989876,0.0
770165,40.58603,-74.09256,5.0
112356,40.634415,-73.904495,0.0
766879,40.540096,-74.16902,0.0
708370,40.610046,-74.10346,0.0
196118,40.725433,-73.951744,0.0
205180,40.674496,-73.90629,0.0
276620,40.637337,-73.9308,0.0
627203,40.608757,-74.038086,0.0
244454,,,4.0
759425,40.872677,-73.87827,0.0
104457,40.641064,-73.972275,0.0
844766,40.8101754,-73.9374076,0.0
435106,40.892323,-73.846306,3.0
671651,40.770332,-73.87608,0.0
624915,40.865574,-73.82314,0.0
307680,40.782787,-73.95741,0.0
616676,40.764053,-73.99225,0.0
652350,40.6073372,-73.9618859,0.0
191817,40.76229,-73.75711,0.0
505825,40.67185,-73.98655,0.0
611399,40.592728,-73.79813,0.0
269839,40.82433,-73.874374,0.0
580329,40.70927,-73.797325,0.0
47693,40.67118,-73.96934,2.0
537954,40.747513,-73.98316,0.0
145119,40.829105,-73.91863,0.0
494297,40.7065,-73.77416,0.0
35609,,,0.0
502839,40.66252,-73.84071,0.0
363353,40.844105,-73.898,0.0
282913,40.637768,-73.95868,0.0
253431,40.762978,-73.83198,0.0
460749,40.68594,-73.84686,0.0
232438,40.722313,-73.841545,0.0
607437,40.763668,-73.82303,0.0
309039,40.718792,-73.98902,0.0
347472,40.61805,-73.98069,0.0
791400,40.821636,-73.93909,0.0
712094,40.749714,-73.93617,0.0
815560,40.76536,-73.82787,0.0
495012,40.768646,-73.96983,0.0
653831,40.7383125,-73.9877418,0.0
204492,40.712467,-73.76872,0.0
681602,40.692547,-73.90736,0.0
694916,40.58392,-73.83093,0.0
238480,,,1.0
844603,,,0.0
355361,40.610382,-73.95433,0.0
566188,40.7549579,-73.8538326,0.0
465989,40.586205,-73.93417,0.0
48606,40.728966,-73.89559,3.0
395835,40.83609,-73.87039,0.0
844268,40.68375,-73.81692,2.0
527444,40.68899,-73.81707,0.0
561857,,,0.0
514073,,,0.0
626790,40.67816,-73.897484,0.0
764670,40.645172,-74.02101,0.0
533613,40.609627,-74.14955,0.0
651991,40.8432492,-73.9450389,2.0
439120,40.848537,-73.90678,1.0
65004,40.663483,-73.9627,0.0
231523,40.672688,-73.73544,1.0
662607,40.68717,-73.89231,0.0
543996,40.54441,-74.170555,0.0
25858,40.84659,-73.827736,0.0
467973,40.854763,-73.90765,0.0
619693,40.731777,-73.77011,1.0
329411,40.684246,-73.87013,0.0
287604,40.72766,-73.94295,0.0
230071,40.730232,-73.9538,0.0
485987,40.71816,-73.99794,0.0
2570,,,2.0
441922,40.72889,-73.97167,0.0
812648,,,0.0
741203,40.727566,-73.929276,0.0
335904,40.64606,-74.01648,0.0
607354,40.865547,-73.92728,0.0
713904,40.67357,-73.95294,1.0
610769,40.806164,-73.909134,2.0
48453,40.642548,-74.016655,0.0
461758,40.7464,-73.98628,1.0
35054,40.752567,-73.87726,1.0
801265,40.737568,-74.00975,0.0
171650,40.598034,-73.97976,0.0
339177,40.684258,-73.84604,0.0
197678,40.72106,-73.75945,0.0
730567,40.73166,-73.98545,0.0
343706,40.70406,-73.82445,0.0
88349,40.757122,-73.97192,0.0
842941,40.82533,-73.86563,0.0
435704,40.737167,-74.001465,0.0
72688,40.759575,-73.96803,1.0
630606,40.624325,-74.030716,0.0
524378,40.615204,-73.96337,0.0
305410,40.674805,-73.9784,0.0
475966,40.674465,-73.97547,0.0
141322,40.71406,-73.95292,0.0
505782,40.815685,-73.9583,0.0
806784,,,0.0
17950,40.839294,-73.88418,1.0
588984,40.753525,-73.994545,0.0
297166,40.680325,-73.82898,0.0
98363,40.68988,-73.72872,0.0
689894,40.893093,-73.8428,1.0
797416,40.86052,-73.89257,0.0
373553,40.69142,-73.866516,0.0
374194,40.717155,-73.94924,1.0
700567,40.522884,-74.23924,0.0
276531,40.666405,-73.74661,0.0
753010,40.653065,-73.88979,0.0
544241,40.77719,-73.95225,0.0
808521,,,0.0
492868,40.743275,-73.85807,0.0
650913,40.6667525,-73.7799356,0.0
776326,40.618618,-73.96205,0.0
456403,40.735794,-74.00156,0.0
460499,40.529053,-74.22381,0.0
71440,,,0.0
197364,,,0.0
283087,40.658463,-73.8927,0.0
29368,40.612293,-74.03412,0.0
68825,40.877796,-73.86806,0.0
426909,40.649025,-73.89635,2.0
753302,40.667786,-73.88442,0.0
255717,40.74708,-73.98135,0.0
743975,40.699703,-73.98047,0.0
52643,40.725155,-73.74706,0.0
720253,40.792545,-73.94104,0.0
113065,40.713974,-73.953094,1.0
338538,40.732925,-74.00007,0.0
186417,40.72312,-73.87216,0.0
62502,40.749844,-73.95225,0.0
836697,40.7448736,-73.9578555,0.0
294659,40.67759,-73.74479,0.0
260742,40.621704,-74.14859,1.0
393932,40.702892,-73.86916,0.0
765792,40.7192,-73.759224,0.0
475479,40.64163,-74.01512,0.0
362219,40.62788,-73.93251,0.0
810018,40.748337,-73.898994,0.0
323082,40.74608,-73.974945,0.0
251976,40.723915,-73.76063,0.0
243930,40.639305,-73.95898,0.0
812141,40.786438,-73.942406,0.0
535136,40.62778,-73.97613,1.0
506360,40.67206,-73.79295,0.0
842625,40.725235,-73.98338,0.0
277444,40.6094,-74.09011,0.0
724155,40.75979,-73.98793,0.0
70825,40.746033,-73.93441,0.0
236433,40.798622,-73.94163,0.0
648963,40.62368,-73.99772,0.0
583847,40.86786,-73.84123,0.0
687379,40.837357,-73.88054,0.0
462271,40.61026,-74.08681,0.0
134100,40.584064,-73.933975,1.0
526536,40.633224,-73.995186,0.0
117801,,,0.0
186439,40.724403,-73.99589,0.0
816940,40.7339,-73.9542,0.0
320579,,,0.0
489164,40.818558,-73.92732,1.0
366744,0.0,0.0,0.0
139862,40.602573,-73.95521,0.0
415741,40.659367,-73.89124,0.0
642022,40.84366,-73.920044,0.0
616032,40.684746,-73.83112,0.0
899,40.75667,-73.828804,0.0
568764,40.6020295,-73.9985631,0.0
564479,40.7225499,-74.006299,0.0
316011,40.859547,-73.80091,0.0
60695,40.741936,-73.97263,0.0
520099,40.69166,-73.82971,1.0
742612,40.675827,-73.817276,0.0
331567,40.83472,-73.93517,0.0
457111,40.735764,-73.715645,0.0
592793,40.722977,-73.91017,0.0
281975,40.598244,-74.13138,0.0
696681,40.822914,-73.84893,0.0
807320,40.73645,-73.9888,0.0
734876,40.752228,-73.93911,0.0
588239,40.83103,-73.90425,0.0
329551,40.65616,-73.76736,0.0
13680,40.74188,-73.85989,0.0
104054,40.720192,-74.00195,0.0
14868,40.67816,-73.897484,0.0
413567,40.844597,-73.90414,0.0
597004,40.83687,-73.93801,0.0
184747,40.732254,-73.99636,0.0
341381,40.732956,-73.97514,0.0
136724,40.719425,-73.86469,0.0
588921,40.72475,-73.996254,0.0
268432,40.74733,-73.755806,0.0
532644,,,0.0
334401,40.620686,-74.11002,0.0
246025,40.84849,-73.83094,0.0
204695,40.558018,-74.17227,0.0
408424,,,2.0
198232,40.87831,-73.870155,0.0
767374,40.612694,-73.9779,0.0
245900,40.62637,-73.914505,2.0
204967,40.74914,-73.91561,0.0
580319,40.712162,-73.88508,0.0
456937,40.825573,-73.918465,0.0
402046,40.715225,-73.93562,1.0
668160,40.75332,-73.972595,2.0
438215,,,2.0
662272,40.7389,-73.73378,0.0
308576,40.7712,-73.83345,0.0
417428,40.695847,-73.96588,0.0
136240,,,2.0
838993,40.678723,-73.9529869,0.0
278297,40.625286,-73.97399,1.0
657916,40.7554882,-73.8247175,1.0
774403,40.63765,-73.9528,0.0
519783,40.704033,-73.81711,0.0
605058,40.81862,-73.85109,0.0
317942,40.64165,-73.90378,0.0
470402,40.694065,-73.85106,0.0
824381,40.63581,-73.899734,0.0
60278,40.80004,-73.95296,1.0
628655,40.845463,-73.926094,2.0
371095,40.706657,-74.015915,1.0
600456,40.837772,-73.83031,0.0
490182,40.598236,-73.75426,0.0
152388,,,0.0
358703,40.826397,-73.92116,0.0
397988,40.73869,-73.94093,0.0
623500,40.74478,-73.93262,0.0
112072,40.72806,-73.80987,0.0
697786,40.595493,-73.999954,0.0
344060,40.71369,-74.01376,0.0
168268,40.680855,-74.00305,0.0
751488,40.702442,-73.81687,1.0
804087,40.75896,-73.82985,0.0
762692,40.739998,-73.94761,0.0
658825,40.7252459,-73.933907,0.0
571526,,,0.0
22074,40.6338,-73.8897,0.0
713079,40.795326,-73.971306,0.0
169016,40.762672,-73.9821,0.0
602573,40.743275,-73.77572,0.0
717516,40.675236,-73.97106,0.0
676035,40.69613,-73.987114,1.0
453050,40.706978,-73.813065,0.0
116930,40.75169,-73.88562,0.0
320723,40.5515,-74.14682,0.0
110238,40.813915,-73.93477,0.0
742688,40.61593,-73.91312,1.0
515267,40.833412,-73.85906,0.0
696292,40.810143,-73.947464,0.0
670672,40.787045,-73.811714,0.0
279849,40.649895,-73.90762,0.0
162385,40.674576,-73.92206,0.0
105714,40.70584,-73.82064,0.0
29733,40.758026,-73.85776,0.0
734642,40.73398,-73.98669,0.0
383259,40.80573,-73.93855,0.0
325045,40.720165,-73.79902,0.0
650197,40.6925273,-73.7909536,2.0
829291,40.748722,-73.86507,0.0
82729,,,0.0
172609,40.65634,-73.92137,0.0
307502,40.60981,-73.92251,1.0
298440,40.693127,-73.90677,0.0
379722,40.710175,-74.001144,0.0
236049,40.831604,-73.869225,0.0
573007,,,0.0
111038,40.676487,-73.82133,0.0
430763,40.67946,-74.01044,1.0
499800,40.751453,-73.83228,0.0
547030,40.673145,-73.92853,0.0
585714,40.644897,-74.00696,0.0
446171,40.885784,-73.90599,0.0
672215,,,0.0
236059,40.797,-73.93778,0.0
714703,40.76311,-73.962524,0.0
213986,40.750603,-73.939445,0.0
367965,40.607258,-74.00265,0.0
327729,40.8405,-73.86419,0.0
203879,40.757698,-73.9694,0.0
242568,40.74355,-73.882065,0.0
765527,40.646225,-74.00916,0.0
817179,,,0.0
588033,40.61334,-74.01109,0.0
17417,,,0.0
774577,40.763927,-73.81354,1.0
387585,40.752853,-73.99299,1.0
204283,40.589954,-73.79709,0.0
783689,40.6912,-73.9277,0.0
566345,40.7541532,-73.8534192,1.0
568450,40.6188874,-73.927883,1.0
53495,40.72098,-73.840866,0.0
822953,40.90634,-73.89767,0.0
334262,40.618244,-74.0024,0.0
319373,40.67112,-73.913506,0.0
611741,40.82866,-73.87824,0.0
412072,40.68527,-73.86661,0.0
297077,40.838238,-73.876686,0.0
768566,40.786133,-73.824356,0.0
596988,40.7326,-74.00113,1.0
434350,40.57694,-73.98186,0.0
389520,40.793552,-73.945335,0.0
599001,40.912884,-73.9025,0.0
126343,40.73093,-73.864586,0.0
72532,40.74307,-73.97962,0.0
169455,40.753918,-73.99964,0.0
517767,40.871956,-73.90445,0.0
623379,40.75369,-73.74445,1.0
768098,40.744186,-73.991875,0.0
466,40.69706,-73.91933,1.0
428431,40.70655,-74.01188,0.0
10516,40.628227,-73.926865,0.0
416699,40.79157,-73.94469,0.0
512645,40.62368,-73.99772,1.0
628981,40.61074,-74.09583,0.0
39632,40.706722,-73.90727,0.0
157135,40.73395,-73.87178,0.0
382342,0.0,0.0,0.0
107912,40.68051,-73.90235,2.0
765125,40.75565,-73.76716,0.0
140357,40.75968,-73.864075,0.0
176848,40.630943,-73.90947,0.0
478395,40.71843,-74.000534,0.0
724959,40.872154,-73.91284,0.0
203994,40.63496,-73.892365,0.0
416182,40.74718,-73.77307,4.0
729862,40.75186,-73.965195,0.0
824443,,,0.0
387605,40.68448,-73.969124,0.0
571185,40.6469275,-73.98231,0.0
637869,40.688763,-73.80833,0.0
354679,40.744667,-73.931694,0.0
506102,40.633137,-73.9905,0.0
624831,40.879215,-73.885284,0.0
94808,40.68229,-73.93919,0.0
531229,40.65616,-73.76736,0.0
473964,40.78318,-73.94362,0.0
712916,40.71602,-73.81639,0.0
737442,40.65011,-73.930214,1.0
493727,40.750626,-73.87595,0.0
369191,40.76104,-73.97538,0.0
40175,,,0.0
465268,40.615635,-74.161545,0.0
512172,40.840874,-73.91979,0.0
32895,40.771084,-73.908226,0.0
836319,40.8391737,-73.9434662,0.0
91969,40.683723,-73.96797,1.0
254297,40.816315,-73.918655,0.0
17473,40.686825,-73.93881,1.0
365750,40.83777,-73.864525,0.0
600997,40.794697,-73.93637,0.0
367230,40.74197,-73.84116,0.0
719264,40.687435,-73.92698,0.0
236270,40.60741,-73.926254,0.0
621630,40.770535,-73.79411,1.0
471310,40.703434,-73.74051,0.0
737292,40.833282,-73.82836,1.0
412396,40.811638,-73.9316,0.0
130864,40.859604,-73.90778,0.0
386423,40.704403,-73.88202,0.0
237159,40.755848,-73.93464,0.0
753276,40.60795,-73.925415,0.0
283900,40.676037,-73.79035,0.0
845181,40.674995,-74.00753,0.0
483954,40.86778,-73.8615,0.0
774126,40.665634,-73.758156,0.0
41036,40.756096,-73.74655,0.0
450270,40.824795,-73.91111,1.0
612839,40.674534,-74.01444,0.0
554358,40.751262,-73.7423827,0.0
237708,40.7024,-73.9605,0.0
643185,40.712116,-73.73118,0.0
665892,40.74135,-73.937096,0.0
688418,40.75582,-73.93259,0.0
7614,40.78076,-73.825424,0.0
845163,40.872585,-73.88128,0.0
137975,40.66812,-73.918144,1.0
470451,40.87367,-73.879234,0.0
159051,40.60071,-73.75376,1.0
400374,40.761135,-73.98536,0.0
399647,40.677658,-73.933876,1.0
557798,,,0.0
836975,40.8681135,-73.9197524,0.0
578019,40.74916,-73.92035,0.0
276956,40.767803,-73.95601,0.0
817751,,,0.0
139026,40.72145,-73.84399,3.0
268582,40.653805,-73.93061,0.0
503787,40.733536,-73.87035,1.0
264278,40.62373,-74.009995,0.0
555496,40.693593,-73.8297052,0.0
706704,40.720165,-73.844795,0.0
757713,40.587265,-73.983475,1.0
560812,40.7667145,-73.9828775,1.0
412056,40.745148,-73.93348,0.0
12726,,,1.0
838115,40.7223853,-74.0037664,0.0
246332,40.69759,-73.90194,0.0
628835,40.67398,-73.911156,0.0
204573,40.69909,-73.81465,2.0
307968,40.79275,-73.97132,0.0
218086,40.71995,-74.00859,0.0
137290,40.692265,-73.988205,0.0
787495,40.657875,-73.77051,2.0
324911,40.69928,-73.90479,1.0
826987,,,1.0
690560,40.738117,-73.7973,0.0
789760,40.8101,-73.94509,1.0
714250,40.837673,-73.85349,1.0
247986,40.704082,-73.81641,0.0
614269,40.765675,-73.97624,0.0
27895,40.769737,-73.91244,0.0
300763,40.741447,-73.84603,1.0
401860,40.85678,-73.86159,0.0
497293,40.848606,-73.91397,0.0
770861,40.73369,-73.97692,0.0
350265,40.810276,-73.94738,1.0
258300,40.722584,-74.00636,0.0
32113,40.853874,-73.94049,0.0
449306,40.762127,-73.99739,0.0
311997,40.711655,-74.00584,1.0
577262,40.73978,-73.97952,3.0
40728,40.7858,-73.821915,0.0
34262,40.610653,-73.994606,0.0
724629,40.635895,-74.01631,0.0
678794,40.670887,-73.93649,0.0
324872,,,0.0
279764,40.68319,-73.8663,0.0
154206,40.66127,-73.95562,0.0
784518,40.69783,-73.93677,1.0
112282,40.823273,-73.909164,0.0
799879,40.862965,-73.85355,0.0
74149,40.727287,-74.00064,0.0
77365,40.807537,-73.93511,0.0
767678,0.0,0.0,0.0
718600,40.6742,-73.999985,0.0
120295,40.65317,-73.866875,0.0
166101,40.651863,-73.86536,1.0
580391,40.60971,-73.75638,0.0
396865,40.63083,-73.90736,0.0
309711,40.719933,-73.97876,1.0
346315,40.676144,-73.893074,0.0
619110,40.7662,-73.812996,0.0
718699,40.644424,-73.9489,0.0
560503,40.7484385,-73.996196,0.0
44462,40.693604,-73.99275,1.0
540927,40.61834,-74.03018,0.0
515808,40.611588,-73.97773,0.0
395328,40.636005,-73.99827,0.0
675427,40.892494,-73.85952,0.0
725023,40.799892,-73.95637,0.0
52337,40.692947,-73.78673,0.0
50881,40.631565,-73.94635,0.0
828883,40.671585,-73.99843,0.0
799236,40.787045,-73.811714,0.0
408727,40.723717,-73.863106,0.0
516790,40.708447,-73.800224,0.0
504788,40.72889,-73.97167,0.0
629326,40.777,-73.96164,0.0
763179,40.655693,-73.92499,0.0
495294,40.638542,-73.92604,0.0
386008,40.85429,-73.90027,0.0
292079,40.63531,-73.926476,1.0
640830,40.650715,-73.951385,0.0
685903,40.69874,-73.90082,1.0
397711,40.738464,-73.8846,0.0
392480,40.690353,-73.78041,0.0
817818,40.83601,-73.87082,2.0
10443,40.716343,-73.761406,0.0
247168,40.87831,-73.90523,0.0
518110,40.684097,-73.930016,0.0
396289,40.90073,-73.90198,0.0
417151,40.77994,-73.98267,0.0
722271,40.846508,-73.89482,0.0
104677,40.74091,-73.726654,1.0
744232,40.816532,-73.92822,0.0
